id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length,semantic,grammatical,syntactic,mcq_prompt_number_tokens,semantic_norm,grammatical_norm,syntactic_norm,humanScore_norm,clarity_norm,combined_complexity
13-101,Les enfants de vos enfants ne verront probablement jamais de vie,"{'text': array(['mouche commune', 'Amur léopard', 'poissons', 'cafard'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,menacée signifie faible population,0.8,1.8,7c933a44d8,64,40.55399980023503,4.809696969696969,3.666666666666667,55.0,0.12524501239422695,0.2912450918379515,0.02843944559599188,0.0,0.9,0.1784788649484511
14-1303,quoi?,"{'text': array(['eau surgelée', 'puissance de combustion', 'froid', 'air'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la cuisson des aliments nécessite l'ajout d'énergie thermique,1.0,2.0,1e6dc77bb6,5,40.0733881611377,3.8873550724637687,3.4913793103448274,46.0,0.12244238674566904,0.1441685245887843,0.012573901808482736,1.0,1.0,0.18375544394288085
14-940,Qu'avez-vous le plus de temps pour peindre une scène de la nature dehors ?,"{'text': array(['Printemps', 'Été', 'Automne', 'Hiver'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la quantité de lumière du jour est plus grande en été,0.8,1.6,7c933a44d8,74,64.3086783895269,3.561761363636364,4.804347826086957,56.0,0.26376739943553623,0.09224937708403635,0.1314128181755057,0.0,0.8,0.18622887840852348
10-493,rock from deep down crée ce qui devient moins chaud,"{'text': array(['vitamines', 'fissures', 'minéraux', 'trous'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,minéraux sont formés à partir du refroidissement magma,0.8,1.2,dc78319bb0,51,30.83325524441898,4.437371794871796,5.8768115942028984,52.0,0.06855972681442353,0.2318741483971298,0.2284832585689327,0.0,0.6,0.1886751401341458
9-475,Qu'est-ce qui rend un corps plus fort ?,"{'text': array(['parking loin', 'voyageant par avion',
       'lecture de livres techniques', 'ayant plusieurs enfants'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'exercice a un impact positif sur la force d'un corps,0.8,1.4,0002e57baf,39,51.32553409412503,3.7528399122807024,5.684210526315789,58.0,0.1880578446907487,0.122718747600398,0.2110506225807817,0.0,0.7,0.19154816446157852
12-786,Une échelle peut mesurer,"{'text': array(['javascript', 'intentions', 'sélections de guitare', 'pensées'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,une échelle est utilisée pour mesurer le poids,1.0,1.0,7c933a44d8,24,30.07939157821238,4.7093750000000005,4.008196721311475,48.0,0.06416366672234027,0.2752477583470123,0.05935188646120039,1.0,0.5,0.19462899345916587
1102,Un exemple de conservation est d'éviter,"{'text': array(['huile', 'soleil', 'matières grasses', 'thé'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de conservation n'est pas l'utilisation de combustibles fossiles,0.8,1.8,474293f37c,39,41.81624618265778,4.669149659863947,4.537313432835822,49.0,0.13260564163912333,0.2688334287351969,0.1072431008165534,0.0,0.9,0.1976046513572621
1977,Les matériaux comme l'éthanol sont utilisés pour produire de l'électricité par _____.,"{'text': array(['énergie hydroélectrique', 'énergie renouvelable', 'brûlure',
       'fixation au carbone'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le biocarburant est utilisé pour produire de l'électricité par combustion,0.8,2.0,123d66ccd7,85,40.31800902634859,4.726594827586207,4.462025316455696,58.0,0.12386886220993391,0.27799363071559824,0.10042865092026534,0.0,1.0,0.20068734315373926
13-452,dans quelle classe trouvez-vous le graphite ?,"{'text': array(['dans un cours de yoga', 'dans une classe de philosophie',
       ""dans une classe d ' éducation physique"",
       ""dans une classe d'art visuel""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,crayon plomb contient du graphite minéral,0.8,1.6,cf7109905e,45,55.81789053697139,3.8126442307692305,5.535294117647059,67.0,0.21425444994323986,0.13225513957863722,0.19757195616701945,0.0,0.8,0.20322446370666897
770,Qui change la forme et la masse d'un objet ?,"{'text': array([""l'écraser"", 'jetez-le', 'ça tourne', 'la toucher'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,décomposer un objet change la forme et la masse de l'objet,1.0,1.2,be7a45e47c,44,51.564729201607406,3.604280660377359,4.847222222222222,54.0,0.18945268053887493,0.09902950083779137,0.13529344952006273,1.0,0.6,0.2071326892690187
14-865,De quoi remarqueriez-vous le goût ?,"{'text': array(['glace', 'torsion tropicale', 'eau', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,animaux goûtent des saveurs,1.0,1.8,7b06152ffc,35,37.32051999680698,3.7350000000000008,5.1796875,49.0,0.10638938615887027,0.11987399657462033,0.16538542268397385,1.0,0.9,0.21249464162523937
7-271,Si un chat reçoit du cyanure,"{'text': array(['expire', 'toux', 'vomir', 'manger'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le poison fait du mal aux êtres vivants,1.0,1.4,b356d338b7,28,30.566660560667515,4.296875,5.068181818181818,48.0,0.06700511382199927,0.20947054040616636,0.15529286201922038,1.0,0.7,0.21453055487421582
14-642,Cette graine porte des aliments:,"{'text': array(['pierre', 'fraises', 'tonnerre', 'eau'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une semence est utilisée pour stocker des aliments pour une nouvelle plante,1.0,1.8,7b06152ffc,32,35.10323121026158,4.290283687943262,4.516129032258064,47.0,0.09345954859791708,0.20841949029787016,0.10532566625634793,1.0,0.9,0.21716141154564056
12-962,"Si le son se déplace dans une pièce, la pièce manque en","{'text': array(['atmosphère', 'vide', 'oxygène', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,air est un véhicule pour le son,0.8,1.4,b356d338b7,55,57.559673332609236,4.89638888888889,4.301470588235294,54.0,0.22441143479371062,0.30506897853467196,0.08589658127004245,0.0,0.7,0.2196130983795275
12-725,Lequel des suivants serait vu en dehors de l'océan?,"{'text': array(['un hippocampe', 'un poisson pêcheur', 'une grenouille',
       'un requin'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les amphibiens adultes vivent sur terre,0.8,2.0,7b06152ffc,51,46.06983830220997,3.762142857142858,6.572368421052632,56.0,0.1574099231066941,0.12420219446510024,0.2914392385360425,0.0,1.0,0.221915406832351
1669,La quantité d'eau dans l'océan par rapport à il y a cinquante ans est,"{'text': array(['fluctuant', 'plus grande', 'plus petite', 'la même'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la quantité d'eau dans un plan d'eau augmente, les niveaux d'eau augmenteront",0.8,1.6,7189327f06,69,48.56811449397355,4.995141242937854,4.695945945945946,59.0,0.17197830298481895,0.32081602123636965,0.12160118764998303,0.0,0.8,0.22431865356135147
7-409,Les tissus spéciaux dans les plantes transportent des minéraux dans l'ensemble de la plante,"{'text': array(['eau', 'fécule', 'épices', 'sucre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,tissus spéciaux dans les plantes transportent des minéraux dans toute la plante,1.0,1.2,b356d338b7,91,40.55498564615846,4.631130952380953,4.431506849315069,56.0,0.12525076122934817,0.26277096859474086,0.09766637481029725,1.0,0.6,0.22570643139031585
10-501,"Comme la croûte terrestre reçoit des radiations du soleil, elle","{'text': array(['rejets de CO2', 'perd de la masse', 'houle',
       'augmente thermiquement'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"la température pendant la journée augmente, la température dans un environnement augmente",0.8,1.6,dc78319bb0,63,39.56219912040979,5.53117816091954,4.472222222222222,58.0,0.11946145286837768,0.40629242651738945,0.10135158945006374,0.0,0.8,0.22813164065074926
12-1138,"Une fois l'œuf éclos, un cygne a donné naissance à","{'text': array(['une fillette', 'une pierre', 'un bébé humain', 'un œuf'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une progéniture maternelle,1.0,1.2,dc78319bb0,50,47.3285544430837,4.544473684210526,4.291666666666667,57.0,0.16474996619697832,0.24895260734721478,0.08500921237932352,1.0,0.6,0.22961353577705498
9-136,Un exemple de comportement instinctif est,"{'text': array([""vol du sud de l'hiver"", 'la forclusion', 'escalade',
       'réinstallation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la migration est un comportement instinctif,0.8,1.6,dc78319bb0,41,43.069598083384335,5.665251572327045,4.151515151515151,53.0,0.13991440384522064,0.42767176228035714,0.07232387073700063,0.0,0.8,0.23197301105877352
12-443,Le changement de température peut produire,"{'text': array(['marguerites', 'trous noirs', 'magie', 'voyage dans le temps'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,changement de température peut provoquer des changements de phase,1.0,1.6,cee82219a0,42,41.821820886805654,4.550833333333333,4.461538461538462,52.0,0.13263814981736327,0.24996671650207097,0.10038458488966492,1.0,0.8,0.23489683536272973
13-830,Un exemple de conducteur pourrait être,"{'text': array(['carottes', 'bois', 'a nickel', 'magie'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un conducteur électrique est un véhicule pour le débit d'électricité,1.0,2.0,cee82219a0,38,48.58273118175566,4.669149659863947,3.5083333333333333,49.0,0.1720635383406502,0.2688334287351969,0.014108438010881172,1.0,1.0,0.23650162152601845
14-158,"Si la croûte d'une planète est ajustée en ordre court, un coupable probable est","{'text': array(['lunes', 'quintaux', 'nuit', 'journaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un tremblement de terre change rapidement la surface de la Terre,0.8,2.0,b356d338b7,79,49.569558278657496,4.881130952380953,5.006944444444445,56.0,0.17781809505022858,0.30263594916495046,0.14975016769802527,0.0,1.0,0.2390612635739613
7-909,"Comme je recherche parmi les classifications, ses regroupements de matériaux, et les propriétés, je pourrais être à la recherche","{'text': array([""peroxyde d'hydrogène"", 'aspirine', 'vitamines',
       'gelée de pétrole.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,classification des matériaux par leurs propriétés,0.8,0.6,fd3aeffe8c,128,58.06812504399568,5.375000000000002,4.926829268292683,64.0,0.22737640628308442,0.3813882691151957,0.14249881276888815,0.0,0.3,0.24037904645015046
14-1438,Au cours d'un entraînement vigoureux qui devra augmenter?,"{'text': array(['Solde', 'Pouls', 'Transpiration', 'Résistance'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que l'énergie nécessaire à une activité augmente, l'impulsion augmentera",1.0,1.8,6fcf2544e8,57,39.32604063022882,4.496250000000001,4.801587301587301,50.0,0.11808432466784351,0.24126286241090866,0.13116295861207342,1.0,0.9,0.2421530437072477
10-253,Echo est quand le son réfléchit de quoi?,"{'text': array(['atmosphère', 'tableaux', 'vent de surface', 'soleil'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,écho est lorsque le son se réfléchit hors d'une surface,1.0,1.5,1e6dc77bb6,40,48.579418482258916,3.945000000000001,5.53030303030303,52.0,0.17204422075484851,0.1533605802535965,0.19712020473174435,1.0,0.75,0.24425750172205682
13-705,la lumière peut voyager à travers,"{'text': array(['arbres', 'roches', 'lieux sans importance', 'caoutchouc'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la lumière peut voyager dans un vide,0.8,2.0,6240cdfd8d,33,38.57757786009461,4.692166666666667,6.268115942028985,50.0,0.1137197592143131,0.2725037188510962,0.26390085168545335,0.0,1.0,0.24503729892525877
10-742,Une personne fera de l'éthanol en dehors de,"{'text': array(['sel', 'grains', 'maïs', 'maïs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'éthanol est parfois fait de maïs,1.0,1.33,b356d338b7,43,45.32917784526944,4.815166666666666,4.453125,50.0,0.1530908558502439,0.2921172892916392,0.09962306879835083,1.0,0.665,0.24669936418207017
12-991,Un aimant s'en tenirait probablement à,"{'text': array(['une nouilles', 'une baguette', 'une poutre',
       'une tasse en plastique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,l'acier au carbone est toujours magnétique,1.0,1.8,7c933a44d8,38,39.0719981174916,4.864907407407408,4.455882352941177,54.0,0.11660290806428675,0.3000489439443492,0.09987264129886554,1.0,0.9,0.24995734799225047
12-1027,Kelp doit avoir des dispositions pour,"{'text': array(['maintenir la vie', 'mourir', 'hiberné', 'délocalisation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une plante a besoin de nourriture pour survivre,1.0,1.2,dc78319bb0,37,49.062624777667224,4.810166666666667,4.523809523809524,50.0,0.174861976811692,0.2913199896802352,0.1060208400417038,1.0,0.6,0.2516608419600893
11-629,Les choses vivantes qui nécessitent de la chaleur sont probablement aussi nécessaires,"{'text': array(['perles', 'thé', 'présente', 'reins'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un animal a besoin de chaleur pour survivre,1.0,1.4,b356d338b7,85,31.079064462333918,5.213981481481483,4.891304347826087,54.0,0.06999313200634576,0.35571226866645683,0.13928339442362137,1.0,0.7,0.2544966385289271
893,Une éclaboussure dans la piscine a provoqué le déplacement de l'eau,"{'text': array(['dans la rivière voisine', 'extérieur de la piscine',
       'dans une autre piscine à proximité',
       ""de l'autre côté de la piscine""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,déposer un objet dans l'eau provoque des vibrations dans l'eau,0.8,1.2,7189327f06,67,69.81655164714903,5.200797101449275,4.541666666666666,69.0,0.29588586183859045,0.3536098884512,0.1076371190926561,0.0,0.6,0.25713986081473394
8-433,Que peut-on mettre sur un mur pour qu'un voisin cesse de se plaindre de votre guitare la nuit ?,"{'text': array(['peinture', 'papier peint', 'tapis', 'rideaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,tapis absorbe le son,0.8,1.0,e57e0b59c9,95,69.82468688022345,4.60126024590164,5.833333333333334,62.0,0.295933301415614,0.2580077880610758,0.2245479704448749,0.0,0.5,0.25854671797646944
7-507,Certains animaux construisent une structure appelée maison où vivre leur propre espèce. Cet animal est un,"{'text': array(['rongeurs', 'reptile', 'carnivore', 'primate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,certains humains vivent dans des maisons,1.0,1.2,7189327f06,105,48.327948758378625,5.105043103448277,4.3493150684931505,58.0,0.17057780704230016,0.33834096337188124,0.09022706301413307,1.0,0.6,0.25974375002849437
11-263,"Un seau plein d'eau est laissé dehors. Si le jour est chaud, à la fin de la journée, le seau sera","{'text': array(['bois', 'partie', 'pleine', 'vide'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si un liquide disparaît alors ce liquide s'évapore probablement,1.0,1.4,b356d338b7,97,84.32938844803721,3.8702678571428573,4.1089743589743595,63.0,0.38051562388075993,0.1414437985617158,0.06847343439650352,1.0,0.7,0.2621298570516937
14-954,Cela dépend probablement de la fermeture d'un circuit,"{'text': array(['votre Chargeur iPhone', 'votre brosse à cheveux', 'votre chapeau',
       'tes chaussures'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"lorsqu'un interrupteur d'un circuit de série simple est fermé, l'électricité traverse le circuit",1.0,2.0,7b06152ffc,53,37.32427344005555,5.050614035087721,4.584507042253521,57.0,0.10641127388580632,0.3296617083612885,0.11151467118203004,1.0,1.0,0.2642762960287374
12-80,Le temps peut faire quoi ?,"{'text': array(['changer une sculpture en poussière',
       'construire une ville sidérurgique', ""voyage dans l'espace aérien"",
       'créer un vortex de voyage dans le temps.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple d'altération est quand une racine de plante pousse dans une fissure dans la roche,0.8,1.4,cee82219a0,26,101.06638120766729,3.609406250000001,5.53125,65.0,0.4781152685251703,0.09984682696066133,0.1972059164995979,0.0,0.7,0.2675504035956288
114,Les cerfs sont moins en sécurité dans les bois parce que les loups,"{'text': array(['ont de la fourrure', 'hurlement', 'avoir des griffes',
       'ont des queues'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,des griffes sont utilisées pour attraper des proies par certains prédateurs,1.0,1.2,7189327f06,66,52.571377312764525,5.015618279569893,4.626666666666667,62.0,0.19532282097221962,0.32408128790625657,0.11533060737518927,1.0,0.6,0.2704204148760997
10-749,La faune devra fuir si sa maison est,"{'text': array(['établie', 'des travaux de rénovation', 'en construction',
       'démoli'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"si un habitat est détruit, alors cet habitat ne peut pas soutenir les animaux",1.0,2.0,dc78319bb0,36,40.3223476652056,5.300092592592593,4.268656716417911,54.0,0.12389416243063459,0.36944353975175115,0.08292654434849439,1.0,1.0,0.27287927395926403
12-238,Un objet proche semblera être,"{'text': array(['miniscule', 'minute', 'puny', 'doré'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si un objet est proche alors cet objet apparaîtra grand,1.0,2.0,1e6dc77bb6,29,45.57099893130362,4.353049645390071,5.730769230769231,47.0,0.15450100475831946,0.2184281449942207,0.2152647266650461,1.0,1.0,0.27645816292527586
833,Qui est le plus susceptible de faire trembler un animal?,"{'text': array(['5 degrés celsius', '42 degrés Fahrenheit', '6 degrés Celsius',
       '8 degrés Celsius'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les températures froides font trembler les animaux,1.0,1.0,64d9056837,56,61.83026777114719,5.054166666666667,4.465277777777778,60.0,0.2493148631220689,0.3302282107167598,0.1007230364858045,1.0,0.5,0.27907983309739
10-1127,Un garçon met du vinaigre dans un verre de javel et trouve,"{'text': array(['les deux sont congelés', 'ennui goût bon', 'les deux sont secs',
       'les deux sont ajustés'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,combiner deux substances provoque chimiquement des réactions chimiques,1.0,1.2,b356d338b7,58,55.31734478101134,5.246282051282052,4.420731707317073,65.0,0.21133558102744499,0.3608629150164825,0.09669109917848305,1.0,0.6,0.2806668785667231
8-96,laquelle de ces valeurs s'applique aux valeurs de vibration de la matière et de son éteint?,"{'text': array(['les deux valeurs sont inversement proportionnelles',
       'les deux valeurs ont une proportionnalité directe',
       'les deux valeurs ne sont pas liées', 'aucune de ces'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la quantité de matière vibre, le son produit augmente",0.8,0.8,cf7109905e,91,67.8178519224748,5.282946428571428,5.848958333333334,77.0,0.28423069859148653,0.3667094137695217,0.2259622146144582,0.0,0.4,0.28307069809263996
10-698,Une utilisation inhabituelle pour une lampe de poche peut être,"{'text': array(['un réfrigérateur', 'chaud à la main', 'une plaque',
       'le nouveau soleil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une lampe de poche émet de la lumière,1.0,1.2,cee82219a0,62,69.8173834849149,5.014632768361583,4.145833333333333,59.0,0.2958907125947279,0.3239241383655725,0.07180960012987941,1.0,0.6,0.28748733532705395
13-883,Si un liquide disparaît alors qu'est-il probablement arrivé ?,"{'text': array(['transformation du gaz', 'solidification', 'fusion',
       'refroidissement'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,si un liquide disparaît alors ce liquide s'évapore probablement,1.0,2.0,1e6dc77bb6,61,40.57862129434943,5.5892307692307694,4.389705882352941,53.0,0.12538858950576015,0.41554949092689814,0.09388290128651276,1.0,1.0,0.2904462945157513
10-356,Un crapaud aurait mieux caché,"{'text': array(['sur un toit de maison', 'dans une bouteille de verre',
       'sur un plancher forestier', 'avec parachute'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,camouflage est utilisé pour se cacher par les animaux contre les prédateurs,1.0,2.0,e223f36ae0,29,59.56599539052695,4.545141242937854,5.136363636363637,59.0,0.2361110467077053,0.24905905620999233,0.16146410930467475,1.0,1.0,0.2939902636667117
11-587,Une vache gagnera de l'énergie en mangeant,"{'text': array(['dandelions', 'œufs', 'grenouilles', 'oiseaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les vaches ne mangent que des plantes,1.0,2.0,b356d338b7,42,28.31191525608301,4.858945578231293,6.647058823529412,49.0,0.05385685333987165,0.2990982711272744,0.29819958837454585,1.0,1.0,0.29534641385250754
9-232,La grenouille de John n'était pas assez chaude. Peut-être,"{'text': array(['La grenouille était brûlée par une lampe à chaleur',
       ""la grenouille n'a pas pu réguler sa température corporelle sans une source de chaleur externe"",
       'La grenouille utilisait trop de glace dans ses boissons',
       ""L'eau dans le réservoir avait séché.""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un amphibiens est de sang-froid,0.8,1.8,3f32b550f3,57,97.05898368079215,4.761709302325581,4.53960396039604,86.0,0.4547466395134346,0.28359298212847134,0.10745042019238113,0.0,0.9,0.2987370125502861
10-234,Une personne dans l'espace trouvera un manque de quelque chose à boire s'ils atterrissent sur,"{'text': array(['Mars', 'la terre', 'la lune', 'troisième planète'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la lune ne contient pas d'eau,0.8,0.8,b356d338b7,93,66.32060141954571,6.000833333333334,5.34,60.0,0.27549967270599923,0.481183603809287,0.1798955678638984,0.0,0.4,0.30097365331375536
12-673,La façon dont la planète tourne et se déplace à travers l'espace peut,"{'text': array(['comment les phases de lune',
       'les plantes que nous pouvons manger',
       ""l'emplacement des étoiles par rapport à la terre"",
       'la chaleur du soleil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les étoiles semblent se déplacer par rapport à l'horizon pendant la nuit,0.8,1.2,52dbc5c7af,69,65.56415161956102,6.116058558558559,4.870786516853933,74.0,0.27108853190369697,0.49955740926849346,0.13742629216283006,0.0,0.6,0.3024216700005061
14-1478,Ce qui reflétera le plus la lumière,"{'text': array(['Un pneu de voiture', 'Une serviette de bain', 'feuille de papier',
       'cuillère en argent'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les choses brillantes reflètent la lumière,1.0,2.0,83ad69bf22,35,72.06075938418508,4.875649717514126,4.135714285714286,59.0,0.30897267383574134,0.3017619118790831,0.07089370866767315,1.0,1.0,0.3044884883147493
11-697,Un navigateur peut être chargé de:,"{'text': array(['pelleter un trottoir', 'éclaircir un arbre',
       'conduire une voiture', 'à vélo'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de navigation est de diriger un bateau,1.0,1.2,b356d338b7,34,60.57519940007478,4.756060606060606,5.905405405405405,55.0,0.2419960915374528,0.2826922414610703,0.23107133093880858,1.0,0.6,0.30672789918119947
11-679,"Une lumière qui est allumée sera connectée au câblage, qui","{'text': array(['être déchiqueté', 'vous sentez grillé', 'être en bois',
       'être glacé'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,courant électrique passant par un fil fait chauffer ce fil,1.0,0.4,b356d338b7,58,78.32737037725747,4.807902298850575,5.558441558441558,58.0,0.34551561884578263,0.29095891376426586,0.19966706869082074,1.0,0.2,0.31084248039026074
