id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length,semantic,grammatical,syntactic,mcq_prompt_number_tokens,semantic_norm,grammatical_norm,syntactic_norm,humanScore_norm,clarity_norm,combined_complexity
7-650,"When a plant is watered, spraying water on leaves is less useful than","{'text': array(['spritzing the stem of the plant', 'putting the plant in the rain',
       'using a sprinkler system', 'pouring water on soil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,roots are a vehicle for absorbing water and nutrients from soil into the plant,0.8,1.0,b356d338b7,69,112.31433633249253,5.088638497652583,7.021505376344086,71.0,0.291784322136383,0.39045324310245283,0.12360808936377231,0.0,0.5,0.26675369638078245
7-521,A disperser is able to,"{'text': array(['leave things', 'break things', 'redirect things',
       'shorten things'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a disperser disperses,1.0,1.4,b356d338b7,22,105.81127709150314,4.409019607843137,6.847222222222222,51.0,0.24863763565753763,0.26927455520537363,0.0966300887236611,1.0,0.7,0.2693626838759717
14-1323,Which is successful reproduction?,"{'text': array(['A clay tablet splits into two identical halves',
       'A bird chirps to its mate', 'A doe runs beside her fawn',
       'A smaller iceberg splits from a larger one'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,reproduction produces offspring,0.8,1.8,fce83d330e,33,118.30466165672988,5.195178571428572,6.3125,70.0,0.3315291067205433,0.4094497520903833,0.013858253854836565,0.0,0.9,0.2714511337997289
12-994,what is the proportionality of a rise in bacteria content and human health?,"{'text': array(['they are inversely proportional', 'they are in direct proportion',
       'they both cancel each other out', 'they lack a relationship'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,reducing bacteria in food prevents illness in people,0.8,1.2,cf7109905e,75,108.81611801031977,5.753035714285715,6.45,70.0,0.2685742415284787,0.5089178475466413,0.0351424399639629,0.0,0.6,0.27379035871172486
13-414,animals learn some behaviors from watching their,"{'text': array(['rocks', 'toys', 'caretakers', 'trees'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,animals learn some behaviors from watching their parents,1.0,2.0,6240cdfd8d,48,74.81732447911054,5.373231292517008,6.892857142857142,49.0,0.042998057952624125,0.441197243870741,0.10369410431543453,1.0,1.0,0.27636682184163985
14-475,"If someone wants you to stop, they want you to","{'text': array(['be fast', 'eat cheese', 'be slow', 'be still'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,stopped means no speed,1.0,2.0,bdb4135787,46,96.56330952048302,4.689166666666667,6.788461538461538,56.0,0.1872789516033806,0.31922586396899505,0.0875342826941199,1.0,1.0,0.27821172947994866
12-602,adobe works as an electrical,"{'text': array(['paper weight', 'pie filler', 'chiller', 'anti-conductor'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,brick is an electrical insulator,1.0,1.2,dc78319bb0,28,83.82850239612162,5.174251700680273,7.243055555555555,49.0,0.10278568312751314,0.4057184097497051,0.1579027457044792,1.0,0.6,0.2799220515745092
14-366,Which would be conserving resources?,"{'text': array(['buying a new truck', 'buying a new SUV',
       'eating only steaks and caviar',
       'abstaining from riding a motorcycle'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,An example of conservation is not using fossil fuel,1.0,2.0,7b06152ffc,36,92.57041485700756,4.971752049180329,6.725609756097561,61.0,0.16078677802726857,0.3696119353177491,0.07780519881684575,1.0,1.0,0.282461173648559
13-883,If a liquid disappears then what probably happened to it?,"{'text': array(['gas transformation', 'solidifying', 'melting', 'cooling'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if a liquid disappears then that liquid probably evaporated,1.0,2.0,1e6dc77bb6,57,78.32466683816165,5.221261792452831,7.108108108108108,53.0,0.06626867498562047,0.41410049171407937,0.13701367962140276,1.0,1.0,0.2852148538963308
13-736,"over a period of three years, a farmer cultivates, corn, millet and potatoes. What is this exemplary of?","{'text': array(['An amateur farming practice', 'a way to gain attention',
       'a manner of rotating', 'a way to confuse spectators'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,crop rotation is when different crops are planted on a field in different years,1.0,2.0,cf7109905e,104,107.06245027948171,4.611310810810811,6.61734693877551,74.0,0.2569389558934326,0.305343862454349,0.0610467555253485,1.0,1.0,0.28699887216193903
13-360,Sara sorted her marbles into glass ones and marbles made of crystal. This is an example of,"{'text': array(['classifying', 'weighing', 'clarifying', 'justifying'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,classifying is when one sorts something by type,1.0,2.0,3f32b550f3,90,93.81745674461126,4.882574152542374,6.925,59.0,0.16906068779135036,0.35371116995344526,0.10866962834094462,1.0,1.0,0.28943244582572203
10-783,A chemical reaction to vinegar or to baking soda can be caused by adding,"{'text': array(['air', 'bees', 'cola', 'sand'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,baking soda can react chemically with vinegar,1.0,1.6,b356d338b7,72,88.07314721960574,4.948988095238096,7.357142857142858,56.0,0.13094817598296182,0.36555303390780924,0.17556278468391312,1.0,0.8,0.29161919837240524
9-1072,how come a person can blow into a balloon and use the same air to fill a soccer ball?,"{'text': array(['it is the law of thermodynamics',
       'it is the ability of it to conform',
       'it is a shift in the cosmos', 'all of these'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,Matter in the gas phase has variable shape,1.0,1.4,cf7109905e,85,123.05146556487307,4.565455246913581,6.475247524752476,81.0,0.36302333926732416,0.29716763729467904,0.03905060735033716,1.0,0.7,0.2947724751737021
9-237,Pollution is,"{'text': array(['Fish swimming in the sea', 'The wind carrying seeds',
       'trees in a forest', 'throwing a gum wrapper in the ocean'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,pollution is when humans pollute the environment with pollutants,1.0,2.0,cee82219a0,12,106.31299392785877,4.849166666666667,6.575,60.0,0.25196644110697114,0.34775448545708953,0.054491700063168634,1.0,1.0,0.29626378798816877
10-16,Large Stag that are hunted prefer to live in the,"{'text': array(['space', 'ocean', 'desert', 'timberland'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a deer lives in a forest,1.0,1.71,dc78319bb0,48,83.82247006613761,4.494102564102564,8.143835616438356,52.0,0.10274565964919136,0.2844451767942066,0.29733816722607664,1.0,0.855,0.29810870110084237
10-344,If I wanted to get energy what could I do?,"{'text': array(['Eat a cucumber', 'Go running', 'Eat dust', 'Go swimming'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,having food has a positive impact on an organism 's health,1.0,1.83,cee82219a0,42,120.5778212826699,4.207225877192983,6.916666666666667,57.0,0.34661113228146706,0.23329394920294402,0.10737967766766432,1.0,0.915,0.30193542774562265
14-333,A man will most likely be unable to see if he gets lost in,"{'text': array(['a dense forest', 'a long river', 'a desert', 'a mountain'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a dense forest environment is often dark in color,0.8,1.6,3f694a1978,58,112.06277914531529,4.9148118279569895,7.716867469879518,62.0,0.2901152831987975,0.35945927270069283,0.2312460254513347,0.0,0.8,0.3042461744052475
12-100,Where would one likely find the least water?,"{'text': array([""in the elephant's habitat"", ""in the crab's habitat"",
       ""in the cow's habitat"", ""in the cactus' habitat""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as dryness increases in an environment , the available water in that environment will decrease",1.0,1.6,7b06152ffc,44,90.5668012034148,4.575040322580644,7.994318181818182,62.0,0.14749314391866275,0.29887669351743146,0.27419375337142277,1.0,0.8,0.30616907724225506
12-577,What one animal commonly associated with America and is the animal on a one dollar bill would eat the long eared animal on a cartoon commonly eating a carrot and saying What's up doc??,"{'text': array(['Jackal', 'Wolf', 'Eagle', 'Bear'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,eagles eat rabbits,1.0,1.8,e57e0b59c9,184,110.80345600098372,4.97671052631579,6.616161616161616,76.0,0.28175988939559393,0.3704960510512175,0.060863274600886814,1.0,0.9,0.3089357645143095
13-761,"If a dog is hunting, then","{'text': array(['it can sense whales nearby', 'it can sense toys around',
       'it is getting tired',
       'it can sense something using the olfactory'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,smell is used for finding food by some animals,1.0,2.0,52dbc5c7af,25,108.5694076679647,5.177820512820514,6.453488372093023,65.0,0.26693736057780426,0.40635474281664913,0.0356824193155686,1.0,1.0,0.31269235681300656
