id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
13-292,Which of these is likely to get hot,"{'text': array(['an angel', 'a kite', 'a bird', 'space craft'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if an object is hot then the surfaces of that object are hot,1.0,2.0,dc78319bb0,35
11-628,A year can pass in the time it takes,"{'text': array(['our globe to circle a heat source', 'to heat up a hot pocket',
       'to take off your shoes', 'to wash the dirty dishes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a complete revolution of the Earth around the sun takes one Earth year,1.0,1.8,b356d338b7,36
14-1196,Which is a byproduct of a lightbulb?,"{'text': array(['taste', 'death', 'warmth', 'sound'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an incandescent light bulb converts electricity into heat by sending electricity through a filament,1.0,2.0,7b06152ffc,36
11-681,What is most likely to push objects?,"{'text': array(['rivers', 'rainfall', 'photosynthesis', 'sunlight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,flowing liquid can push objects,1.0,1.2,7b06152ffc,36
13-410,the earth revolves around the sun in,"{'text': array(['a day', 'a year', 'a week', 'a month'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,one year is equal to 365 days,1.0,2.0,52dbc5c7af,36
14-366,Which would be conserving resources?,"{'text': array(['buying a new truck', 'buying a new SUV',
       'eating only steaks and caviar',
       'abstaining from riding a motorcycle'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,An example of conservation is not using fossil fuel,1.0,2.0,7b06152ffc,36
13-574,A good place to use a thermometer is,"{'text': array(['your butt', 'a radio', 'a wall socket', 'a bookbag'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a thermometer is used to measure temperature,1.0,2.0,7c933a44d8,36
11-501,"When tree roots grow, sometimes they","{'text': array(['eat worms', 'form perfect braids', 'strangle people',
       'break hard objects'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if a tree is located near a sidewalk then the roots of that tree might crack the sidewalk,1.0,2.0,3f32b550f3,36
10-215,A switch turns something on because:,"{'text': array(['electrons are made to excite', 'metal closes the circuit',
       'the engine needs to run', 'the circuit is opened completely'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,pushing a button sometimes completes a circuit,0.8,2.0,52dbc5c7af,36
7-1075,What does harming an organism cause?,"{'text': array(['change in appearance', 'nothing', 'population increase',
       'population decrease'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,harming an animal species causes that animal 's population to decrease,1.0,1.6,78e0a411ed,36
13-921,How long is it between a moon phase?,"{'text': array(['a minute', '168 hours', 'an hour', 'a day'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a different moon phase occurs once per week,0.8,1.8,7c933a44d8,36
11-443,"Skidding causes friction, as seen in","{'text': array(['running a track', 'rolling a car', 'Nascar races',
       'riding a bike'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"as the smoothness of something increases , the friction of that something will decrease when its surface moves against another surface",0.8,1.0,52dbc5c7af,36
10-306,Which of these objects could combust,"{'text': array(['Seashells', 'Grass', 'A cat', 'A paint can'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,high temperatures can cause an object to combust,0.8,1.0,cee82219a0,36
12-443,The temperature changing may produce,"{'text': array(['daisies', 'black holes', 'magic', 'time travel'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,temperature changing can cause phase changes,1.0,1.6,cee82219a0,36
14-178,A goose in the autumn is most likely,"{'text': array(['nesting', 'hibernating', 'in flight', 'laying eggs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,migration is when animals move to different locations in an annual cycle,1.0,1.8,b356d338b7,36
12-377,If Earth has poles that are magnetic,"{'text': array(['needles will glow in the dark because of them',
       'needles will stab them', 'some poles will be radioactive',
       'needles aim that way'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a compass 's needle lines up with Earth 's magnetic poles,0.8,1.2,b356d338b7,36
14-135,"If our earth is anything, it is this","{'text': array(['alien', 'nearest to Pluto', 'frozen solid', 'mountainous'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the surface of the Earth contains mountains,1.0,1.6,b356d338b7,36
8-319,What can be used more than one time?,"{'text': array(['coal', 'soda bottle', 'gas', 'oil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,renewable resources can be used over again,1.0,2.0,0317ce7c33,36
14-725,Which would likely live under a rock?,"{'text': array(['an eagle', 'a cat', 'a vole', 'a dog'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,rocks are a source of shelter for small animals in an environment,1.0,2.0,7b06152ffc,37
12-603,Which is the most accurate statement?,"{'text': array(['a stove can be used to make pasta',
       'a stove is used to store food in the kitchen',
       'a stove is used to store food underwater',
       'a stove is used to cook food underwater'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a stove generates heat for cooking usually,1.0,1.8,7b06152ffc,37
12-316,"If a thing is procreating, then it is","{'text': array(['under age', 'too old', 'young', 'aged enough'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reproduction occurs during adulthood,0.8,1.6,b356d338b7,37
12-87,Which is the most accurate statement?,"{'text': array(['finches with fat beaks can eat ants in a small anthill',
       'finches with narrow beaks can eat only human meat',
       'finches with narrow beaks can eat ants in a small anthill',
       'finches with fat beaks can eat only human meat'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a skinny beak is used for obtaining food by a bird from small spaces,0.8,1.6,7b06152ffc,37
12-35,You might recycle plastic by creating,"{'text': array(['happiness', 'love', 'beanies', 'the sun'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of recycling is using an object to make a new object,1.0,1.6,cee82219a0,37
9-613,"if you push something harder, it will","{'text': array(['increase in length', 'travel less distance', 'cover more length',
       'remain in place'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"as force exerted on an object increases , distance travelled will increase",1.0,2.0,0d935542d3,37
13-229,Nocturnal predators hunt during when?,"{'text': array(['sunrise', 'daylight', 'sleepy time', 'summer'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,nocturnal predators hunt during the night,1.0,1.6,1e6dc77bb6,37
10-188,Cans can be taken to a place known as,"{'text': array(['the ocean', 'scrap yard', 'shot with BBs', 'buried'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,aluminum is recyclable,1.0,2.0,dc78319bb0,37
14-116,A supermodel with a big nose probably,"{'text': array(['ate an animal with a big nose', 'had a parent also with one',
       ""didn't pay the photographer enough"", 'ate dog food a lot'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"when both a dominant and recessive gene are present , the dominant trait will be visible",1.0,2.0,7c933a44d8,37
7-122,Do all organisms reproduce uniformly?,"{'text': array(['they are different', 'they are same', 'they reproduce equally',
       'reproduction is fixed'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,different organisms reproduce differently,1.0,1.0,cf7109905e,37
10-1067,A seasonal change may be expressed in,"{'text': array(['birds flapping their wings', 'birds leaving a state',
       'cows chewing their cud', 'horses being saddled up'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of a seasonal change is an animal growing thick fur for keeping warm in the winter,1.0,1.6,b356d338b7,37
800,"A long time ago, the Grand Canyon was","{'text': array(['wider', 'deeper', 'grander', 'less deep'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the Grand Canyon was formed by the Colorado River flowing over long periods of time,0.8,1.6,7189327f06,37
12-293,Where would a polar bear enjoy living,"{'text': array(['in a small cage', 'in a reef in the ocean',
       'in a tropical environment',
       ""much closer to one of the earth's poles than to the equator""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,polar bears live in cold environments,1.0,2.0,3f32b550f3,37
14-56,Which would likely displace a desert?,"{'text': array(['sunlight', 'ant colonies', 'gale forces', 'bush men'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,wind carries sand from one place to another place,1.0,2.0,7b06152ffc,37
10,If a snow storm is coming you should?,"{'text': array(['Go out', 'Find pizza', 'Buy supplies', 'Watch Tv'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,preparing for a storm requires predicting the occurrence of that storm,1.0,2.0,6dc1e4d0a3,37
7-1143,"A skill, or learned characteristic is","{'text': array(['washing face', 'falling asleep', 'eating breakfast', 'crying'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,skills are learned characteristics,1.0,1.6,b356d338b7,37
8-452,An example of thermal conductivity is,"{'text': array(['Leaving a fire log poker in the fire place',
       'Sitting down on a bed', 'Throwing a large ball',
       'Yelling into a megaphone at a crowd'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,thermal conduction is when materials conduct heat through those materials,0.8,1.8,cee82219a0,37
9-136,An example of instinctive behavior is,"{'text': array(['southern winter flight', 'foreging', 'climbing', 'relocation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,migration is an instinctive behavior,0.8,1.6,dc78319bb0,37
14-1429,Some frogs may do what for their young,"{'text': array(['use magic', 'space travel', 'urinate on them', 'eat candle wax'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a frog eats insects,1.0,2.0,cee82219a0,38
10-698,An unusual use for a flashlight may be,"{'text': array(['a fridge', 'hand warmer', 'a plate', 'the new sun'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a flashlight emits light,1.0,1.2,cee82219a0,38
10-753,What purpose does a plant light serve?,"{'text': array(['Comfort them', 'Mimic sunlight', 'Keep plants warm',
       'Protect from bugs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a plant light is used for help plants by mimicking sunlight,1.0,2.0,91004984b9,38
14-13,You can use plants like star anise for,"{'text': array(['hugging', 'running', 'swimming', 'sustenance seasoning'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,plants are the source of spices,1.0,2.0,cee82219a0,38
14-172,When the sun is set it is called what?,"{'text': array(['sleep time', 'noon', 'morning', 'dawn'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if it is night then the sun has set,1.0,1.4,1e6dc77bb6,38
12-833,Sediment is a result of the process of,"{'text': array(['running', 'jumping', 'magic', 'rain'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"when a river floods , that river deposits sediment in flood plains",1.0,1.4,cee82219a0,38
13-388,What cells can perform photosynthesis?,"{'text': array(['animals', 'inorganic minerals', 'flora', 'critters'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,plant cells can perform photosynthesis,1.0,2.0,1e6dc77bb6,38
10-356,A toad would have better hiding places,"{'text': array(['on a house rooftop', 'in a glass bottle', 'on a forest floor',
       'with a parachute skydiving'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,camouflage is used for hiding by animals against predators,1.0,2.0,e223f36ae0,38
9-760,What is a thermometer used to measure?,"{'text': array(['height', 'weight', 'oxygen density', 'warmness'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a thermometer is used to measure temperature,1.0,2.0,1e6dc77bb6,38
13-65,light is unable to shine through what?,"{'text': array(['wood', 'water', 'air', 'glass'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,no light shines through an opaque object,1.0,2.0,1e6dc77bb6,38
10-1056,A satellite may make a revolution when,"{'text': array(['plans a long trip', 'creates a new course',
       'takes off into space', 'it travels around a thing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a revolution is when something revolves around something else,1.0,0.8,b356d338b7,38
10-526,Which item can be used more than once?,"{'text': array(['toilet paper', 'cloth pad', 'tampon', 'drugstore pad'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,something reusable can be used more than once,1.0,1.33,7189327f06,38
12-487,Bluebirds have a strong sense of what?,"{'text': array(['Magic', 'Imagination', 'Family', 'Justice'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,bluebirds live in grassy spaces,1.0,1.0,cee82219a0,38
105,Which location gets the most sunlight?,"{'text': array(['northern Canada', 'northern Russia', 'Brazilian rainforest',
       'Sahara'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a desert environment usually has a lot of sunlight,1.0,2.0,be7a45e47c,38
8-451,"Birds eat nuts, but sometimes they eat","{'text': array(['wolves', 'bugs', 'dogs', 'cats'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,birds sometimes eat insects,1.0,2.0,0317ce7c33,38
325,"During a sandstorm, a bird looks for a","{'text': array(['worm', 'mate', 'stream', 'bush'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,shelter can protect animals from weather,1.0,1.4,7189327f06,38
8-208,a lighter object hue can lead to what?,"{'text': array(['none of these', 'positive charge in electricity',
       'a bad electric conduction',
       'ability to see yourself in it better'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as lightness in color of an object increases , the ability of that object to reflect light will increase",0.8,1.2,cf7109905e,38
12-464,Who is likeliest to overuse hot water?,"{'text': array(['a rabbit', 'a squirrel', 'a bird', 'the Johnson family'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a shower is a source of hot water for washing,1.0,2.0,7b06152ffc,38
13-968,If a human has all their bones removed,"{'text': array(['they are dancing', 'they can stand', 'organs are safe',
       'organs will fail'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the skeletal system protects internal organs,1.0,2.0,b356d338b7,38
1102,An example of conservation is avoiding,"{'text': array(['oil', 'sunlight', 'fats', 'tea'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An example of conservation is not using fossil fuel,0.8,1.8,474293f37c,38
10-202,Processes in the food chain begin with,"{'text': array(['leafy flora', 'purple horseshoes', 'yellow bees', 'breakfast'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,In the food chain process a green plant has the role of producer,0.8,1.4,dc78319bb0,38
10-109,Gills are used to breath water by what?,"{'text': array(['salmon', 'fishing boats', 'mammals', 'penguins'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,gills are used for breathing water by aquatic animals,1.0,1.6,1e6dc77bb6,39
7-1126,"In a bog, when water levels become low,","{'text': array(['bog animals may be thirsty',
       'bog animals may search longer for nutrients',
       'the bog produces more water', 'bog predators need more prey'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as available water in an environment decreases , the amount of available food in that environment will decrease",0.8,0.8,b356d338b7,39
14-399,every four seasons a cedar expands it's,"{'text': array(['lung capacity', 'sight', 'vocal range', 'outer covering'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the number of rings in a tree trunk can be used to estimate the age of the tree,1.0,2.0,dc78319bb0,39
13-650,Which is likeliest to attract a magnet?,"{'text': array(['feathers', 'a wrench', 'hair', 'blood'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a magnet is attracted to a metal then that magnet will stick to that metal,1.0,2.0,7b06152ffc,39
12-1191,The face of the sphinx has changed from,"{'text': array(['wearing away', 'boredom', 'social media', 'being sued'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,wind and rain cause erosion,1.0,2.0,dc78319bb0,39
10-31,A stone is weathered into sand in about,"{'text': array(['a millennia', 'a week', 'a day', 'a fortnight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,weathering usually occurs over a period of many years,1.0,2.0,b356d338b7,39
14-957,Rocks are most likely to kill you while,"{'text': array(['hiking a mountain', 'in a pool', 'at a concert', 'in a cornfield'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,landslides often occur on mountains,1.0,2.0,7c933a44d8,39
8-136,which of these could be measured in mL?,"{'text': array(['circumference of a head', 'the contents of a wine jar',
       'the length of a pen', 'the width of a window'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,milliliters mL is a unit used for measuring volume generally used for values between 1 and 1000,1.0,2.0,cf7109905e,39
14-798,What causes direct damage to the lungs?,"{'text': array(['drinking alcohol', 'consuming ignited tobacco', 'eating feces',
       'swimming'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,smoking causes direct damage to the lungs,1.0,2.0,78e0a411ed,39
278,A battery converts chemical energy into,"{'text': array(['energy stored due to the relative positions of charged particles or electric fields',
       'energy stored due to the bombardment of particles',
       'energy stored between the cells of nonadjacent particles',
       'energy that is broken down in particles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a battery converts chemical energy into electrical energy,1.0,1.8,b7b9b1d4ec,39
14-1304,Tropical storms get their fuel from the,"{'text': array(['super market', 'ocean', 'gas station', 'mexico'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,an ocean is a source of heat and moisture for a hurricane,1.0,2.0,dc78319bb0,39
7-397,"If two hawks find a dead fox, they will","{'text': array(['eat', 'battle', 'starve', 'fly'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if two animals have the same food source then those two animals compete for food,0.8,1.8,b356d338b7,39
9-492,The moon reflects sunlight to arrive at,"{'text': array(['the moon', 'the ocean', 'orbiting satellites',
       'the space station'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the moon reflects sunlight towards the Earth,0.8,1.6,7c933a44d8,39
12-961,A simple machine like a screw will need,"{'text': array(['a glass of cool water', 'a person adjusting it',
       'a truck to move it', 'a wind turbine to function'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a simple machine requires mechanical energy to function,1.0,1.6,b356d338b7,39
13-372,Advances in food transportation lead to,"{'text': array(['less variety in the fruit section', 'lower demand for foods',
       'greater variety of foods in remote areas',
       'consolidation of grocery stores'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"as ability to transport food increases around the world , the available types of food in distant locations will increase",1.0,2.0,a8ecf6eaeb,39
1144,Winter in the Northern Hemisphere means,"{'text': array(['the Northern Hemisphere is experiencing scorching hot weather',
       'the Northern Hemisphere is experiencing daily torrential rain',
       'the Southern Hemisphere is experiencing warm sunny days',
       'the Southern Hemisphere is experiencing frigid temperatures'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,winter in the Northern Hemisphere is during the summer in the Southern Hemisphere,1.0,2.0,a8ecf6eaeb,39
9-954,A locations climate is what in the area?,"{'text': array(['Common forecast', 'water tide', 'rare storms', 'earthquakes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,climate is the usual kind of weather in a location,1.0,1.6,1e6dc77bb6,40
9-171,braille is read by using your fingers to,"{'text': array(['hold the book', 'hold the flashlight', 'turn the page',
       'feel the words'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the shape of an object can be discovered through feeling that object,1.0,2.0,dc78319bb0,40
10-749,Fauna will have to flee if their home is,"{'text': array(['prepared', 'having renovations done', 'being built', 'demolished'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if a habitat is destroyed then that habitat can not support animals,1.0,2.0,dc78319bb0,40
11-241,Which vehicle would make less pollution?,"{'text': array(['semi truck', 'Tesla Model S', 'Ford Explorer', 'Toyota Tundra'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,electricity causes less pollution than gasoline,1.0,1.6,7b06152ffc,40
14-53,Yeast deposited in an oven from a closet,"{'text': array(['rises', 'compresses', 'falls', 'requires antifungal cream'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,moving an object from a cool place to a warm place causes the object 's temperature to increase,1.0,1.6,7c933a44d8,40
10-640,Kiln fired clay ingots can insulate from,"{'text': array(['ionic discharge', 'falling meteors', 'snowmen',
       'underground rivers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,brick is an electrical insulator,1.0,1.4,dc78319bb0,40
8-392,which of these indicate non-living tree?,"{'text': array(['it stands tall with flowers', 'none of these',
       'it is fresh and green with strong roots',
       'it lies horizontally on the park grounds'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if a tree falls then that tree is dead,1.0,1.8,cf7109905e,40
12-1163,"Unlike CO2, oxygen is a waste product of","{'text': array(['the moon', 'rocks', 'cactus', 'hair'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,In the photosynthesis process oxygen has the role of waste product,1.0,2.0,dc78319bb0,40
14-888,Parents genes will determine the rabbits,"{'text': array(['mate', 'food preferences', 'fur color', 'habitat location'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the coloration of fur is an inherited characteristic,0.8,1.8,dc78319bb0,40
10-253,Echo is when sound reflects off of what?,"{'text': array(['atmosphere', 'tables', 'surface winds', 'sunlight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,echo is when sound reflects off of a surface,1.0,1.5,1e6dc77bb6,40
9-666,"when an animal's eyes grow, what happens","{'text': array(['they see more', 'they close them', 'they get dry', 'they pop out'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the size of the eyes of an animal increases , the ability of that animal to see will usually increase",0.8,1.6,0d935542d3,40
13-80,It's easiest to boil twisty noodles on a,"{'text': array(['rubber tire', 'copper burner', 'wooden crate', 'plastic legos'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,thermal conduction is when materials conduct heat through those materials,1.0,2.0,7c933a44d8,40
12-258,You're most likely to encounter magma at,"{'text': array(['top of iceberg', 'a cloud', 'a space station', 'an island'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,magma is found below the ground,1.0,2.0,7c933a44d8,40
8-295,A ficus can help respiration because it:,"{'text': array(['absorbs oxygen', 'releases oxygen', 'absorbs helium',
       'releases carbon dioxide'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a leaf performs photosynthesis,0.8,1.8,a9f90f5da1,40
7-739,"Mothers have many roles, one of which is","{'text': array(['gestating and birthing', 'making good dinner',
       'creating fun activities', 'watching the babies'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a mother births offspring,1.0,0.8,b356d338b7,40
11-416,A protected environment will probably be,"{'text': array(['on fire', 'fenced', 'illegal', 'underground'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of protecting the environment is creating protected areas,1.0,1.4,b356d338b7,40
13-176,Down feathers are a thermal energy what?,"{'text': array(['cold', 'freezers', 'igniters', 'protectors'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,down feathers are a thermal energy insulator,0.8,2.0,1e6dc77bb6,40
7-1006,A way to keep a cup of coffee warm is to,"{'text': array(['cook it in the oven', 'heat it with a torch', 'put it in the sun',
       'use a heated plate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a hot plate is a source of heat,0.8,0.6,b356d338b7,40
14-1041,Which animal interacts most with a peony?,"{'text': array(['human', 'bee', 'elephant', 'worm'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,A bee is a pollinating animal,1.0,2.0,64d9056837,41
13-632,It's easy to be crushed by rocks lounging,"{'text': array(['near a sloping mountainside', 'on a frozen pond',
       'on a mall escalator', 'in the middle of a peaceful cemetery'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,landslides often occur on mountains,1.0,2.0,7c933a44d8,41
14-219,"Fires, although dangerous might help with","{'text': array(['magic', 'my feelings', 'cultivation', 'sadness'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,burning a living thing usually causes harm to that living thing,1.0,1.8,cee82219a0,41
884,There are now many more people because of,"{'text': array(['efficient farming', 'more cities', 'computers', 'global warming'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the increase of something required by an organism has a positive impact on that organism 's survival,1.0,1.6,7189327f06,41
14-1157,Which are in opposition for similar chow?,"{'text': array(['cats and mice', 'dogs and sycamores', 'bears and salmon',
       'lions and hyenas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if two animals have the same food source then those two animals compete for food,1.0,2.0,7c933a44d8,41
7-666,Seeing stars may become more difficult as,"{'text': array(['stars are condensed in the sky',
       'a greater amount of light is condensed in an area',
       'floodlights are used at sea',
       'spaceships begin to hover over earth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as light pollution increases , seeing the stars will be harder",1.0,1.6,b356d338b7,41
7-1134,What requires nutrients to grow and heal?,"{'text': array(['birds', 'computers', 'dirt', 'metals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an animal requires nutrients to grow and heal,1.0,2.0,78e0a411ed,41
7-912,If your pet bird is having trouble flying,"{'text': array(['lock them in their cage more', 'give up and get a new bird',
       'try putting them on a diet', 'take away all their perches'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"as the weight of an animal decreases , that animal will fly more easily",1.0,1.4,a8ecf6eaeb,41
10-813,Ways to create reuseable energy could be:,"{'text': array(['reading books', 'eating candy', 'bodies', 'touching things'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a solar panel converts sunlight into electricity,0.8,0.0,cee82219a0,41
8-73,which of these would more likely survive?,"{'text': array(['a lost dog by the river, with small rodents',
       'a cat left in the desert',
       'a man drifting a raft at sea without supplies', 'none of these'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the ability to access resources has a positive impact on an organism 's survival,0.8,1.2,cf7109905e,41
9-449,What does a seed contain stored food for?,"{'text': array(['animals', 'people', 'cars', 'flora'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a seed is used for storing food for a new plant,1.0,1.6,1e6dc77bb6,41
10-449,positively impact your bodies strength by,"{'text': array(['dead-lifting', 'thinking', 'sleeping', 'singing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,exercise has a positive impact on a body 's strength,1.0,1.67,6240cdfd8d,41
12-1182,Coral gets some help with algae for their,"{'text': array(['love', 'dating advice', 'happiness', 'vibrance'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,usually coral lives in warm water,1.0,1.8,cee82219a0,41
11-686,Which would be most affected by a magnet?,"{'text': array(['a wooden beam', 'a titanium beam', 'a plastic beam',
       'a cotton beam'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a magnet is attracted to a metal then that magnet will stick to that metal,1.0,2.0,7b06152ffc,41
770,Which changes an object's shape and mass?,"{'text': array(['smashing it', 'tossing it', 'rolling it', 'touching it'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,breaking down an object changes that object 's shape and mass,1.0,1.2,be7a45e47c,41
